Ticker,period,close,perc_change,close_wig,perc_change_wig,Assets,Number of shares,Market_value
KGN,31/03/2005,17.9,0,27268.1,0.02,857752000,"14,900,000",266710000
KGN,31/12/2004,17.9,-0.06,26636.2,0.05,811961000,"14,900,000",266710000
KGN,30/09/2004,19.1,0.26,25267.8,0.06,761249000,"14,900,000",284590000
KGN,30/06/2004,15.1,-0.03,23949.3,0,724028000,"14,900,000",224990000
KGN,31/03/2004,15.7,0.25,23870.1,0.15,752839000,"14,900,000",233930000
KGN,31/12/2003,12.5,-0.05,20820.1,0.08,769029000,"14,900,000",186250000
KGN,30/09/2003,13.1,0.4,19330.5,0.21,733684000,"14,900,000",195190000
KGN,30/06/2003,9.33,0.23,15987.5,0.16,695179000,"14,900,000",139017000
KGN,31/03/2003,7.56,0.29,13759.4,-0.04,754476000,"14,900,000",112644000
KGN,31/12/2002,5.86,-0.19,14366.7,0.12,786107000,"14,900,000",87314000
KGN,30/09/2002,7.23,-0.52,12797.3,-0.1,762518000,"14,900,000",107727000
KGN,30/06/2002,15,-0.17,14192.9,-0.06,734155000,"14,900,000",223500000
KGN,31/03/2002,18.1,-0.25,15026.4,0.08,737410000,"14,900,000",269690000
KGN,31/12/2001,24.2,-0.2,13922.2,0.17,786669000,"14,900,000",360580000
KGN,30/09/2001,30.1,-0.04,11890.6,-0.15,755376000,"14,900,000",448490000
KGN,30/06/2001,31.4,-0.01,13945.4,-0.05,729377000,"14,900,000",467860000
KGN,31/03/2001,31.7,-0.07,14698.9,-0.18,731088000,"14,900,000",472330000
KGN,31/12/2000,34,0.08,17847.6,0.06,578277000,"14,900,000",506600000
KGN,30/09/2000,31.4,-0.09,16882.6,-0.14,558744000,"14,900,000",467860000
KMP,30/09/2021,19.4,0.06,70340.86,0.06,35939000,"4,680,496",90801622.4
KMP,30/06/2021,18.3,0.07,66067.21,0.14,38557000,"4,680,496",85653076.8
KMP,31/03/2021,17,0.72,58081.5,0.02,37159000,"4,680,496",79568432
KMP,31/12/2020,9.93,0.32,57025.84,0.15,36576000,"4,680,496",46477325.28
KMP,30/09/2020,7.5,0.13,49411.53,0,36277000,"4,680,496",35103720
KMP,30/06/2020,6.62,0.13,49569.17,0.19,37146000,"4,680,496",30984883.52
KMP,31/03/2020,5.88,-0.02,41624.62,-0.28,37480000,"4,680,496",27521316.48
KMP,31/12/2019,6.02,0.05,57832.88,0.01,39636000,"4,680,496",28176585.92
KMP,30/09/2019,5.74,-0.09,57320.3,-0.05,41590000,"4,680,496",26866047.04
KMP,30/06/2019,6.3,-0.01,60187.43,0.01,31003000,"4,680,496",29487124.8
KMP,31/03/2019,6.34,0.06,59668.03,0.03,30901000,"4,680,496",29674344.64
KMP,31/12/2018,5.97,-0.09,57690.5,-0.02,41376000,"4,680,496",27942561.12
KMP,30/09/2018,6.57,-0.1,58974.76,0.05,31001000,"4,680,496",30750858.72
KMP,30/06/2018,7.27,-0.02,55954.44,-0.04,32798000,"4,680,496",34027205.92
KMP,31/03/2018,7.41,0.03,58377.42,-0.08,31609000,"4,680,496",34682475.36
KMP,31/12/2017,7.22,-0.03,63746.2,-0.01,32665000,"4,680,496",33793181.12
KMP,30/09/2017,7.41,0,64289.69,0.05,26287000,"4,680,496",34682475.36
KMP,30/06/2017,7.41,0.03,61018.36,0.05,26854000,"4,680,496",34682475.36
KMP,31/03/2017,7.16,-0.11,57911.31,0.12,27025000,"4,680,496",33512351.36
KMP,31/12/2016,8.05,-0.08,51754.03,0.1,27039000,"4,680,496",37677992.8
KMP,30/09/2016,8.79,-0.05,47084.94,0.05,33844000,"4,680,496",41141559.84
KMP,30/06/2016,9.26,0.07,44748.53,-0.09,33883000,"4,680,496",43341392.96
KMP,31/03/2016,8.62,0.19,49017.35,0.05,34352000,"4,680,496",40345875.52
KMP,31/12/2015,7.25,-0.04,46467.38,-0.07,34835000,"4,680,496",33933596
KMP,30/09/2015,7.53,0.05,49824.59,-0.07,35110000,"4,680,496",35244134.88
KMP,30/06/2015,7.16,0.13,53328.98,-0.01,35249000,"4,680,496",33512351.36
KMP,31/03/2015,6.35,-0.06,54091.32,0.05,35613000,"4,680,496",29721149.6
KMP,31/12/2014,6.75,0.16,51416.08,-0.06,36088000,"4,680,496",31593348
KMP,30/09/2014,5.84,-0.18,54878.58,0.06,39724000,"4,680,496",27334096.64
KMP,30/06/2014,7.16,0.17,51934.94,-0.01,39728000,"4,680,496",33512351.36
KMP,31/03/2014,6.13,0.04,52373.47,0.02,39257000,"4,680,496",28691440.48
KMP,31/12/2013,5.92,-0.06,51284.25,0.02,38467000,"4,680,496",27708536.32
KMP,30/09/2013,6.31,0.16,50301.85,0.12,39724000,"4,680,496",29533929.76
KMP,30/06/2013,5.44,-0.08,44747.79,-0.01,38706000,"4,680,496",25461898.24
KMP,31/03/2013,5.89,0.09,45147.57,-0.05,37057000,"4,680,496",27568121.44
KMP,31/12/2012,5.42,-0.08,47460.59,0.09,37423000,"4,680,496",25368288.32
KMP,30/09/2012,5.9,-0.04,43739.81,0.07,38586000,"4,680,496",27614926.4
KMP,30/06/2012,6.13,-0.13,40810.88,-0.01,40164000,"4,680,496",28691440.48
KMP,31/03/2012,7.08,-0.09,41267.16,0.1,41557000,"4,680,496",33137911.68
KMP,31/12/2011,7.8,0.09,37595.44,-0.02,40730000,"4,680,496",36507868.8
KMP,30/06/2011,9.02,0.23,48414.36,-0.01,31858000,"4,680,496",42218073.92
KMP,31/03/2011,7.32,-0.01,48729.83,0.03,31903000,"4,680,496",34261230.72
KMP,31/12/2010,7.43,-0.14,47489.91,0.05,32983000,"4,680,496",34776085.28
KMP,30/06/2010,5.68,0.07,39392.5,-0.07,33181000,"4,680,496",26585217.28
KMP,31/03/2010,5.33,0.17,42446.5,0.06,31994000,"4,680,496",24947043.68
KMP,31/12/2009,4.55,-0.24,39986,0.06,31590000,"4,680,496",21296256.8
KMP,30/06/2009,5.2,-0.02,30419,0.27,31872000,"4,680,496",24338579.2
KMP,31/03/2009,5.31,-0.13,24036.1,-0.12,34839000,"4,680,496",24853433.76
KMP,31/12/2008,6.13,-0.2,27228.6,-0.27,35294000,"4,680,496",28691440.48
KMP,30/06/2008,6.53,-0.2,41146.3,-0.14,31806000,"4,680,496",30563638.88
KMP,31/03/2008,8.21,0.02,48011.3,-0.14,19546000,"2,340,248",19213436.08
KMP,31/12/2007,8.04,-0.29,55648.5,-0.08,19572000,"2,340,248",18815593.92
KMP,30/06/2007,10,-0.05,66077.7,0.15,12815000,"2,340,248",23402480
KMP,31/03/2007,10.5,1.78,57524.6,0.14,13550000,"2,340,248",24572604
KMP,31/12/2006,3.78,0.16,50411.8,0.14,13811000,"2,340,248",8846137.44
KMP,30/06/2006,2.835,-0.36,40644.6,0.01,19643000,"2,340,248",6634603.08
KMP,31/03/2006,4.43,0.92,40220.3,0.13,20110000,"2,340,248",10367298.64
KMP,31/12/2005,2.311,0.14,35600.8,0.05,20242000,"2,340,248",5408313.128
KMP,30/06/2005,2.286,-0.01,28332.1,0.04,19721000,"2,340,248",5349806.928
KMP,31/03/2005,2.317,0.2,27268.1,0.02,20583000,"2,340,248",5422354.616
KMP,31/12/2004,1.937,-0.09,26636.2,0.05,21430000,"2,340,248",4533060.376
KMP,30/06/2004,2.636,-0.12,23949.3,0,23936000,"2,340,248",6168893.728
KMP,31/03/2004,3.01,0.13,23870.1,0.15,33915000,"2,340,248",7044146.48
KMP,31/12/2003,2.667,-0.11,20820.1,0.08,39852000,"2,340,248",6241441.416
KMP,30/09/2003,2.986,0.17,19330.5,0.21,42753000,"2,340,248",6987980.528
KMP,30/06/2003,2.552,-0.14,15987.5,0.16,44469000,"2,340,248",5972312.896
KMP,31/03/2003,2.956,-0.27,13759.4,-0.04,45362000,"2,340,248",6917773.088
KMP,31/12/2002,4.04,-0.04,14366.7,0.12,45101000,"2,340,248",9454601.92
KMP,30/09/2002,4.22,-0.13,12797.3,-0.1,47635000,"2,340,248",9875846.56
KMP,30/06/2002,4.83,0.11,14192.9,-0.06,47613000,"2,340,248",11303397.84
KMP,31/03/2002,4.34,-0.16,15026.4,0.08,50211000,"2,340,248",10156676.32
KMP,31/12/2001,5.19,0.06,13922.2,0.17,51696000,"2,340,248",12145887.12
KMP,30/09/2001,4.92,-0.24,11890.6,-0.15,50782000,"2,340,248",11514020.16
KMP,30/06/2001,6.49,0.54,13945.4,-0.05,53411000,"2,340,248",15188209.52
KMP,31/03/2001,4.22,0.39,14698.9,-0.18,53059000,"2,340,248",9875846.56
KMP,31/12/2000,3.047,-0.22,17847.6,0.06,54167000,"2,340,248",7130735.656
KMP,30/09/2000,3.89,-0.24,16882.6,-0.14,42360000,"2,340,248",9103564.72
KMP,30/06/2000,5.13,-0.23,19642.7,-0.08,44324000,"2,340,248",12005472.24
KMP,31/03/2000,6.64,-0.1,21255.9,0.18,44084000,"2,340,248",15539246.72
KMP,31/12/1999,7.36,0.22,18083.6,0.27,48813000,"2,340,248",17224225.28
KMP,30/09/1999,6.03,-0.35,14259.4,-0.15,41286000,"2,340,248",14111695.44
KMP,30/06/1999,9.23,0.4,16825.1,0.19,45917000,"2,340,248",21600489.04
KMP,31/03/1999,6.58,-0.16,14131.3,0.1,49153000,"2,340,248",15398831.84
KMP,31/12/1998,7.78,0.04,12795.6,0.05,50613000,"2,340,248",18207129.44
KMP,30/06/1998,16.6,-0.08,15728.6,-0.07,48204000,"2,340,248",38848116.8
KMP,31/03/1998,18.1,0.31,16864,0.15,49668000,"2,340,248",42358488.8
KPD,31/12/2021,60.5,0.03,69296.26,-0.01,201646000,"1,622,400",98155200
KPD,30/09/2021,59,-0.16,70340.86,0.06,193033000,"1,622,400",95721600
KPD,30/06/2021,70,1.08,66067.21,0.14,178800000,"1,622,400",113568000
KPD,31/03/2021,33.6,0.19,58081.5,0.02,174477000,"1,622,400",54512640
KPD,31/12/2020,28.2,0.07,57025.84,0.15,163778000,"1,622,400",45751680
KPD,30/09/2020,26.4,-0.14,49411.53,0,163344000,"1,622,400",42831360
KPD,30/06/2020,30.8,0.29,49569.17,0.19,168072000,"1,622,400",49969920
KPD,31/03/2020,23.8,0.03,41624.62,-0.28,168352000,"1,622,400",38613120
KPD,31/12/2019,23,-0.01,57832.88,0.01,164582000,"1,622,400",37315200
KPD,30/09/2019,23.2,-0.06,57320.3,-0.05,167709000,"1,622,400",37639680
KPD,30/06/2019,24.8,0.08,60187.43,0.01,171376000,"1,622,400",40235520
KPD,31/03/2019,23,0.06,59668.03,0.03,170556000,"1,622,400",37315200
KPD,31/12/2018,21.8,-0.11,57690.5,-0.02,157376000,"1,622,400",35368320
KPD,30/09/2018,24.4,-0.05,58974.76,0.05,154959000,"1,622,400",39586560
KPD,30/06/2018,25.8,0.04,55954.44,-0.04,152991000,"1,622,400",41857920
KPD,31/03/2018,24.8,-0.09,58377.42,-0.08,154450000,"1,622,400",40235520
KPD,31/12/2017,27.3,-0.06,63746.2,-0.01,152955000,"1,622,400",44291520
KPD,30/09/2017,29,0.03,64289.69,0.05,147615000,"1,622,400",47049600
KPD,30/06/2017,28,-0.11,61018.36,0.05,147570000,"1,622,400",45427200
KPD,31/03/2017,31.5,0.21,57911.31,0.12,152158000,"1,622,400",51105600
KPD,31/12/2016,26,-0.01,51754.03,0.1,149128000,"1,622,400",42182400
KPD,30/09/2016,26.2,0.09,47084.94,0.05,140316000,"1,622,400",42506880
KPD,30/06/2016,24,0.09,44748.53,-0.09,142018000,"1,622,400",38937600
KPD,31/03/2016,22,-0.1,49017.35,0.05,145900000,"1,622,400",35692800
KPD,31/12/2015,24.5,-0.06,46467.38,-0.07,138952000,"1,622,400",39748800
KPD,30/09/2015,26,-0.07,49824.59,-0.07,132254000,"1,622,400",42182400
KPD,30/06/2015,27.9,-0.03,53328.98,-0.01,132629000,"1,622,400",45264960
KPD,31/03/2015,28.6,-0.01,54091.32,0.05,135372000,"1,622,400",46400640
KPD,31/12/2014,29,-0.09,51416.08,-0.06,125174000,"1,622,400",47049600
KPD,30/09/2014,31.8,0.13,54878.58,0.06,129082000,"1,622,400",51592320
KPD,30/06/2014,28,0.12,51934.94,-0.01,134521000,"1,622,400",45427200
KPD,31/03/2014,25.1,0.03,52373.47,0.02,135929000,"1,622,400",40722240
KPD,31/12/2013,24.3,0,51284.25,0.02,123793000,"1,622,400",39424320
KPD,30/09/2013,24.4,0.03,50301.85,0.12,125080000,"1,622,400",39586560
KPD,30/06/2013,23.6,-0.02,44747.79,-0.01,129264000,"1,622,400",38288640
KPD,31/03/2013,24,-0.01,45147.57,-0.05,126569000,"1,622,400",38937600
KPD,31/12/2012,24.3,-0.04,47460.59,0.09,121523000,"1,622,400",39424320
KPD,30/09/2012,25.3,0.02,43739.81,0.07,119261000,"1,622,400",41046720
KPD,30/06/2012,24.7,-0.09,40810.88,-0.01,121390000,"1,622,400",40073280
KPD,31/03/2012,27,0.23,41267.16,0.1,121046000,"1,622,400",43804800
KPD,31/12/2011,21.9,-0.14,37595.44,-0.02,117179000,"1,622,400",35530560
KPD,30/09/2011,25.4,0.03,38268.75,-0.21,112471000,"1,622,400",41208960
KPD,30/06/2011,24.6,0.18,48414.36,-0.01,111522000,"1,622,400",39911040
KPD,31/03/2011,20.8,-0.13,48729.83,0.03,108019000,"1,622,400",33745920
KPD,31/12/2010,23.7,0.01,47489.91,0.05,98331000,"1,622,400",38450880
KPD,30/09/2010,23.5,-0.01,45236.72,0.15,102974000,"1,622,400",38126400
KPD,30/06/2010,23.7,0.01,39392.5,-0.07,108925000,"1,622,400",38450880
KPD,31/03/2010,23.5,0.08,42446.5,0.06,108463000,"1,622,400",38126400
KPD,31/12/2009,21.8,-0.1,39986,0.06,105059000,"1,622,400",35368320
KPD,30/09/2009,24.3,0.28,37580.3,0.24,105355000,"1,622,400",39424320
KPD,30/06/2009,19,0.27,30419,0.27,110424000,"1,622,400",30825600
KPD,31/03/2009,15,0.14,24036.1,-0.12,112119000,"1,622,400",24336000
KPD,31/12/2008,13.2,-0.53,27228.6,-0.27,113093000,"1,622,400",21415680
KPD,30/09/2008,28,-0.44,37367.3,-0.09,115652000,"1,622,400",45427200
KPD,30/06/2008,50.4,-0.21,41146.3,-0.14,120296000,"1,622,400",81768960
KPD,31/03/2008,64,-0.21,48011.3,-0.14,123126000,"1,622,400",103833600
KPD,31/12/2007,81.1,-0.25,55648.5,-0.08,118223000,"1,622,400",131576640
KPD,30/09/2007,108.6,0.41,60368.9,-0.09,115324000,"1,622,400",176192640
KPD,30/06/2007,77.2,0.9,66077.7,0.15,111196000,"1,622,400",125249280
KPD,31/03/2007,40.7,0.83,57524.6,0.14,106631000,"1,622,400",66031680
KPD,31/12/2006,22.3,0.31,50411.8,0.14,100503000,"1,622,400",36179520
KPD,30/09/2006,17,0.17,44052.5,0.08,100752000,"1,622,400",27580800
KPD,30/06/2006,14.5,0.15,40644.6,0.01,104000000,"1,622,400",23524800
KPD,31/03/2006,12.6,-0.04,40220.3,0.13,102092000,"1,622,400",20442240
KPD,31/12/2005,13.1,-0.24,35600.8,0.05,102810000,"1,622,400",21253440
KPD,30/09/2005,17.3,-0.11,33801.2,0.19,102624000,"1,622,400",28067520
KPD,30/06/2005,19.5,0.09,28332.1,0.04,103330000,"1,622,400",31636800
KPD,31/03/2005,17.8,-0.05,27268.1,0.02,99132000,"1,622,400",28878720
KPD,31/12/2004,18.7,0.14,26636.2,0.05,94324000,"1,622,400",30338880
KPD,30/09/2004,16.4,-0.26,25267.8,0.06,92175000,"1,622,400",26607360
KPD,30/06/2004,22.1,1.04,23949.3,0,85935000,"1,622,400",35855040
KPD,31/03/2004,10.9,0.19,23870.1,0.15,82992000,"1,622,400",17684160
KPD,31/12/2003,9.11,0.84,20820.1,0.08,79252000,"1,622,400",14780064
KPD,30/09/2003,4.94,-0.27,19330.5,0.21,75755000,"1,622,400",8014656
KPD,30/06/2003,6.79,0.4,15987.5,0.16,74860000,"1,622,400",11016096
KPL,30/09/2021,13.35,0,70340.86,0.06,296157000,"19,821,404",264615743.4
KPL,30/06/2021,13.35,0.01,66067.21,0.14,286848000,"19,821,404",264615743.4
KPL,31/03/2021,13.2,0.69,58081.5,0.02,302910000,"19,821,404",261642532.8
KPL,31/12/2020,7.8,0.18,57025.84,0.15,288528000,"19,821,404",154606951.2
KPL,30/09/2020,6.6,-0.11,49411.53,0,294864000,"19,821,404",130821266.4
KPL,30/06/2020,7.4,-0.01,49569.17,0.19,289241000,"19,821,404",146678389.6
KPL,31/03/2020,7.5,-0.23,41624.62,-0.28,291820000,"19,821,404",148660530
KPL,31/12/2019,9.75,-0.09,57832.88,0.01,285951000,"19,821,404",193258689
KPL,30/09/2019,10.7,-0.04,57320.3,-0.05,284124000,"19,821,404",212089022.8
KPL,30/06/2019,11.1,-0.06,60187.43,0.01,280115000,"19,821,404",220017584.4
KPL,31/03/2019,11.83,0.16,59668.03,0.03,284318000,"19,821,404",234487209.3
KPL,31/12/2018,10.22,-0.09,57690.5,-0.02,276408000,"19,821,404",202574748.9
KPL,30/09/2018,11.2,0.01,58974.76,0.05,269563000,"19,821,404",221999724.8
KPL,30/06/2018,11.05,-0.02,55954.44,-0.04,268260000,"19,821,404",219026514.2
KPL,31/03/2018,11.32,0.06,58377.42,-0.08,236921000,"19,821,404",224378293.3
KPL,31/12/2017,10.7,0.08,63746.2,-0.01,230679000,"19,821,404",212089022.8
KPL,30/09/2017,9.86,-0.09,64289.69,0.05,223245000,"19,821,404",195439043.4
KPL,30/06/2017,10.83,-0.03,61018.36,0.05,228794000,"19,821,404",214665805.3
KPL,31/03/2017,11.17,0.13,57911.31,0.12,231994000,"19,821,404",221405082.7
KPL,31/12/2016,9.9,-0.13,51754.03,0.1,230441000,"19,821,404",196231899.6
KPL,30/09/2016,11.38,0.21,47084.94,0.05,233647000,"19,821,404",225567577.5
KPL,30/06/2016,9.39,-0.12,44748.53,-0.09,229103000,"19,821,404",186122983.6
KPL,31/03/2016,10.73,0.19,49017.35,0.05,254066000,"19,821,404",212683664.9
KPL,31/12/2015,9.01,-0.18,46467.38,-0.07,227598000,"19,821,404",178590850
KPL,30/09/2015,11,-0.03,49824.59,-0.07,220854000,"19,821,404",218035444
KPL,30/06/2015,11.36,0.08,53328.98,-0.01,240291000,"19,821,404",225171149.4
KPL,31/03/2015,10.5,0.15,54091.32,0.05,232040000,"19,821,404",208124742
KPL,31/12/2014,9.11,0.06,51416.08,-0.06,231033000,"19,821,404",180572990.4
KPL,30/09/2014,8.62,-0.28,54878.58,0.06,232649000,"19,821,404",170860502.5
KPL,30/06/2014,12.05,-0.17,51934.94,-0.01,212528000,"19,821,404",238847918.2
KPL,31/03/2014,14.6,-0.25,52373.47,0.02,234781000,"19,821,404",289392498.4
KPL,31/12/2013,19.58,-0.03,51284.25,0.02,240589000,"13,821,404",270623090.3
KPL,30/09/2013,20.14,0.81,50301.85,0.12,62591000,"13,870,000",279341800
KPL,30/06/2013,11.1,0.03,44747.79,-0.01,72945000,"13,870,000",153957000
KPL,31/03/2013,10.75,0.18,45147.57,-0.05,70917000,"13,870,000",149102500
KPL,31/12/2012,9.08,0.37,47460.59,0.09,74707000,"13,870,000",125939600
KPL,30/09/2012,6.63,0.32,43739.81,0.07,66814000,"13,870,000",91958100
KPL,30/06/2012,5.03,0.14,40810.88,-0.01,67909000,"13,870,000",69766100
KPL,31/03/2012,4.4,0.32,41267.16,0.1,76092000,"13,870,000",61028000
KPL,31/12/2011,3.32,0.03,37595.44,-0.02,70816000,"13,870,000",46048400
KRC,30/09/2021,20.3,0.09,70340.86,0.06,241612000,"17,365,800",352525740
KRC,30/06/2021,9.05,-0.24,66067.21,0.14,233029000,"17,365,800",157160490
KRC,31/03/2021,9.09,0.09,58081.5,0.02,227312000,"17,365,800",157855122
KRC,31/12/2020,8.3,0.26,57025.84,0.15,226548000,"17,365,800",144136140
KRC,30/09/2020,6.6,0.25,49411.53,0,218906000,"17,365,800",114614280
KRC,30/06/2020,5.29,0.23,49569.17,0.19,219133000,"17,365,800",91865082
KRC,31/03/2020,4.31,-0.19,41624.62,-0.28,219157000,"17,365,800",74846598
KRC,31/12/2019,5.29,0.32,57832.88,0.01,219879000,"17,365,800",91865082
KRC,30/09/2019,4.01,0.08,57320.3,-0.05,217085000,"17,365,800",69636858
KRC,30/06/2019,3.71,0.09,60187.43,0.01,212662000,"17,365,800",64427118
KRC,31/03/2019,3.41,-0.22,59668.03,0.03,210480000,"17,365,800",59217378
KRC,31/12/2018,4.36,0.01,57690.5,-0.02,207025000,"17,365,800",75714888
KRC,30/09/2018,4.31,-0.13,58974.76,0.05,204355000,"17,365,800",74846598
KRC,30/06/2018,4.94,-0.05,55954.44,-0.04,199201000,"17,365,800",85787052
KRC,31/03/2018,5.21,0.02,58377.42,-0.08,192114000,"17,365,800",90475818
KRC,31/12/2017,5.12,-0.11,63746.2,-0.01,189054000,"17,365,800",88912896
KRC,30/09/2017,5.78,0.09,64289.69,0.05,187078000,"17,365,800",100374324
KRC,30/06/2017,5.29,-0.04,61018.36,0.05,183316000,"17,365,800",91865082
KRC,31/03/2017,5.5,-0.05,57911.31,0.12,182778000,"17,365,800",95511900
KRC,31/12/2016,5.78,-0.08,51754.03,0.1,179616000,"17,365,800",100374324
KRC,30/09/2016,6.31,0.01,47084.94,0.05,184845000,"17,365,800",109578198
KRC,30/06/2016,6.24,-0.05,44748.53,-0.09,183943000,"17,365,800",108362592
KRC,31/03/2016,6.56,0.03,49017.35,0.05,183399000,"17,032,800",111735168
KRC,31/12/2015,6.35,0.01,46467.38,-0.07,188058000,"17,032,800",108158280
KRC,30/09/2015,6.28,-0.11,49824.59,-0.07,185277000,"17,032,800",106965984
KRC,30/06/2015,7.08,-0.12,53328.98,-0.01,186949000,"16,698,800",118227504
KRC,31/03/2015,8.01,0.05,54091.32,0.05,180170000,"16,698,800",133757388
KRC,31/12/2014,7.63,0.12,51416.08,-0.06,179898000,"16,698,800",127411844
KRC,30/09/2014,6.84,0.07,54878.58,0.06,172250000,"16,698,800",114219792
KRC,30/06/2014,6.4,0.02,51934.94,-0.01,164212000,"16,698,800",106872320
KRC,31/03/2014,6.27,0.09,52373.47,0.02,152954000,"16,365,800",102613566
KRC,31/12/2013,5.72,-0.03,51284.25,0.02,152389000,"16,365,800",93612376
KRC,30/09/2013,5.9,0.35,50301.85,0.12,156998000,"16,365,800",96558220
KRC,30/06/2013,4.37,0.16,44747.79,-0.01,129344000,"16,365,800",71518546
KRC,31/03/2013,3.77,0.31,45147.57,-0.05,123352000,"14,882,800",56108156
KRC,31/12/2012,2.883,0.17,47460.59,0.09,119084000,"14,882,800",42907112.4
KRC,30/09/2012,2.459,0.16,43739.81,0.07,113958000,"14,882,800",36596805.2
KRC,30/06/2012,2.12,-0.13,40810.88,-0.01,112399000,"14,882,800",31551536
KRC,31/03/2012,2.425,0.1,41267.16,0.1,94904000,"14,882,800",36090790
KRC,31/12/2011,2.205,0.14,37595.44,-0.02,93464000,"14,882,800",32816574
KRC,30/06/2011,2.977,-0.05,48414.36,-0.01,65767000,"14,882,800",44306095.6
KRC,31/03/2011,3.121,-0.07,48729.83,0.03,59937000,"14,882,800",46449218.8
KRC,31/12/2010,3.35,0,47489.91,0.05,63429000,"14,107,157",47258975.95
KRC,30/06/2010,3.85,0.24,39392.5,-0.07,44042000,"10,132,800",39011280
KRC,31/03/2010,3.095,0.19,42446.5,0.06,41271000,"10,132,800",31361016
KRC,31/12/2009,2.595,0.02,39986,0.06,39123000,"10,132,800",26294616
KRC,30/09/2009,2.544,0.07,37580.3,0.24,26120000,"10,132,800",25777843.2
KRC,30/06/2009,2.383,0.02,30419,0.27,36716000,"10,132,800",24146462.4
KRC,31/12/2008,2.502,0.18,27228.6,-0.27,37467000,"7,055,948",17653981.9
KRC,30/09/2008,2.12,-0.29,37367.3,-0.09,11298000,"7,055,948",14958609.76
KRC,30/06/2008,2.968,-0.1,41146.3,-0.14,21171000,"6,355,948",18864453.66
KRU,31/12/2021,327,0.01,69296.26,-0.01,4414079000,"18,740,045",6127994715
KRU,30/09/2021,324.8,0.29,70340.86,0.06,4158648000,"19,011,045",6174787416
KRU,30/06/2021,251.2,0.43,66067.21,0.14,4082008000,"19,011,045",4775574504
KRU,31/03/2021,175.9,0.29,58081.5,0.02,3946690000,"18,971,811",3337141555
KRU,31/12/2020,136.4,0.08,57025.84,0.15,3758750000,"18,971,811",2587755020
KRU,30/09/2020,126,0.22,49411.53,0,3763092000,"18,971,811",2390448186
KRU,30/06/2020,103.6,0.65,49569.17,0.19,3735871000,"18,971,811",1965479620
KRU,31/03/2020,62.9,-0.61,41624.62,-0.28,3920466000,"18,971,811",1193326912
KRU,31/12/2019,160.9,0.11,57832.88,0.01,3883104000,"18,930,655",3045942390
KRU,30/09/2019,145.4,-0.15,57320.3,-0.05,3915276000,"18,930,655",2752517237
KRU,30/06/2019,170.9,0.2,60187.43,0.01,4017027000,"18,930,655",3235248940
KRU,31/03/2019,142.6,-0.03,59668.03,0.03,3754086000,"18,886,861",2693266379
KRU,31/12/2018,146.4,-0.22,57690.5,-0.02,2400199000,"18,807,900",2753476560
KRU,30/09/2018,187.9,0.01,58974.76,0.05,2384124000,"18,807,900",3534004410
KRU,30/06/2018,186.8,-0.06,55954.44,-0.04,3019097000,"18,807,900",3513315720
KRU,31/03/2018,199.3,-0.17,58377.42,-0.08,3162406000,"18,807,900",3748414470
KRU,31/12/2017,239,-0.11,63746.2,-0.01,3143654000,"18,744,216",4479867624
KRU,30/09/2017,268.2,-0.05,64289.69,0.05,2383482000,"18,744,216",5027198731
KRU,30/06/2017,281.5,0.29,61018.36,0.05,2408833000,"18,744,216",5276496804
KRU,31/03/2017,218.5,0.02,57911.31,0.12,2278586000,"18,744,216",4095611196
KRU,31/12/2016,215.3,0,51754.03,0.1,2362301000,"18,744,216",4035629705
KRU,30/09/2016,216.2,0.19,47084.94,0.05,1911632000,"17,515,746",3786904285
KRU,30/06/2016,181.4,0.12,44748.53,-0.09,1683431000,"17,515,746",3177356324
KRU,31/03/2016,161.8,0.03,49017.35,0.05,1374032000,"17,398,348",2815052706
KRU,31/12/2015,156.4,0,46467.38,-0.07,1441677000,"17,398,348",2721101627
KRU,30/09/2015,156.5,0.15,49824.59,-0.07,1242090000,"17,291,773",2706162475
KRU,30/06/2015,135.8,0.12,53328.98,-0.01,1293955000,"17,291,773",2348222773
KRU,31/03/2015,121,0.24,54091.32,0.05,1264238000,"17,110,682",2070392522
KRU,31/12/2014,97.9,0.01,51416.08,-0.06,1287526000,"16,959,095",1660295401
KRU,30/09/2014,96.9,0.22,54878.58,0.06,1111428000,"16,959,095",1643336306
KRU,30/06/2014,79.5,0.08,51934.94,-0.01,1133042000,"16,959,095",1348248053
KRU,31/03/2014,73.7,0,52373.47,0.02,884301000,"16,959,095",1249885302
KRU,31/12/2013,73.7,0.13,51284.25,0.02,842706000,"16,928,236",1247610993
KRU,30/09/2013,65.4,0.19,50301.85,0.12,735817000,"16,900,340",1105282236
KRU,30/06/2013,55,0.05,44747.79,-0.01,726370000,"16,900,340",929518700
KRU,31/03/2013,52.4,0.34,45147.57,-0.05,750217000,"16,900,340",885577816
KRU,31/12/2012,39.2,-0.02,47460.59,0.09,748102000,"16,900,340",662493328
KRU,30/09/2012,39.8,-0.03,43739.81,0.07,683983000,"16,900,340",672633532
KRU,30/06/2012,41.2,-0.08,40810.88,-0.01,644769000,"16,900,340",696294008
