No,open,high,low,close,perc_change,abs_change,vol,Ticker,period
28,4.53,5.70,4.48,5.11,+12.74%,+0.58,"1,956,362",VIN,31-12-2015
27,3.65,4.96,3.057,4.53,+25.16%,+0.91,"1,331,824",VIN,30-09-2015
26,3.63,4.35,3.55,3.62,-0.23%,-0.01,"1,229,805",VIN,30-06-2015
25,3.58,4.16,3.46,3.63,+0.46%,+0.02,"926,179",VIN,31-03-2015
24,4.80,4.84,3.38,3.61,-25.39%,-1.23,"992,733",VIN,31-12-2014
23,4.77,5.22,3.80,4.84,+2.46%,+0.12,"1,035,169",VIN,30-09-2014
22,5.79,5.80,4.59,4.72,-17.61%,-1.01,"846,093",VIN,30-06-2014
21,4.21,5.75,3.63,5.73,+36.04%,+1.52,"2,808,847",VIN,31-03-2014
20,4.12,4.74,3.59,4.21,+1.20%,+0.05,"1,234,874",VIN,31-12-2013
19,2.963,4.33,2.829,4.16,+40.57%,+1.20,"1,245,776",VIN,30-09-2013
18,3.24,3.41,2.504,2.963,-8.03%,-0.259,"889,998",VIN,30-06-2013
17,2.721,3.83,2.304,3.22,+29.10%,+0.73,"1,605,695",VIN,31-03-2013
16,2.562,3.088,2.087,2.496,-2.60%,-0.067,"1,287,338",VIN,31-12-2012
15,4.30,4.47,2.170,2.562,-40.39%,-1.736,"340,739",VIN,30-09-2012
14,6.51,6.83,4.06,4.30,-33.11%,-2.13,"283,522",VIN,30-06-2012
13,5.76,6.49,5.26,6.43,+10.15%,+0.59,"400,270",VIN,31-03-2012
12,5.43,7.09,4.36,5.83,+9.22%,+0.49,"561,425",VIN,31-12-2011
11,6.43,6.43,4.57,5.34,-16.88%,-1.08,"263,615",VIN,30-09-2011
10,6.54,7.89,5.68,6.43,+1.99%,+0.13,"454,249",VIN,30-06-2011
9,4.59,6.90,4.31,6.30,+35.07%,+1.64,"499,807",VIN,31-03-2011
8,4.87,5.03,4.30,4.67,-5.26%,-0.26,"101,023",VIN,31-12-2010
7,4.59,5.09,4.04,4.92,+7.27%,+0.33,"288,845",VIN,30-09-2010
6,5.26,5.26,4.13,4.59,-9.54%,-0.48,"182,705",VIN,30-06-2010
5,5.17,5.76,4.88,5.07,-2.25%,-0.12,"98,561",VIN,31-03-2010
4,5.80,5.80,4.76,5.19,-10.50%,-0.61,"117,245",VIN,31-12-2009
3,4.63,6.71,4.17,5.80,+27.29%,+1.24,"345,683",VIN,30-09-2009
2,6.51,7.51,4.34,4.56,-33.00%,-2.24,"150,465",VIN,30-06-2009
1,5.43,7.60,5.43,6.80,,,"46,819",VIN,31-03-2009
34,2.630,2.680,1.700,1.788,-30.97%,-0.802,"2,318,435",VTL,30-06-2022
33,2.750,3.300,2.120,2.590,-5.47%,-0.150,"3,947,048",VTL,31-03-2022
32,3.790,4.000,2.330,2.740,-27.89%,-1.060,"4,037,731",VTL,31-12-2021
31,3.990,4.390,3.360,3.800,-4.76%,-0.190,"3,708,287",VTL,30-09-2021
30,4.330,4.750,3.340,3.990,-7.21%,-0.310,"3,655,666",VTL,30-06-2021
29,2.900,5.500,2.445,4.300,+46.01%,+1.355,"6,040,845",VTL,31-03-2021
28,3.400,4.050,2.160,2.945,-10.49%,-0.345,"4,760,253",VTL,31-12-2020
27,1.348,4.260,1.296,3.290,+143.70%,+1.940,"4,235,813",VTL,30-09-2020
26,0.930,1.600,0.870,1.350,+39.18%,+0.380,"2,013,433",VTL,30-06-2020
25,2.080,2.220,0.850,0.970,-52.68%,-1.080,"2,159,922",VTL,31-03-2020
24,2.100,2.650,1.650,2.050,-0.97%,-0.020,"2,483,472",VTL,31-12-2019
23,1.945,2.720,1.850,2.070,+7.25%,+0.140,"3,269,963",VTL,30-09-2019
22,2.020,2.820,1.680,1.930,-7.21%,-0.150,"7,998,651",VTL,30-06-2019
21,1.250,2.920,1.070,2.080,+65.08%,+0.820,"11,451,655",VTL,31-03-2019
20,0.860,1.340,0.610,1.260,+57.50%,+0.460,"3,655,771",VTL,31-12-2018
19,0.670,0.970,0.600,0.800,+11.11%,+0.080,"1,154,852",VTL,30-09-2018
18,0.980,1.140,0.620,0.720,-26.53%,-0.260,"1,658,923",VTL,30-06-2018
17,0.880,1.370,0.690,0.980,+16.67%,+0.140,"6,970,604",VTL,31-03-2018
16,1.330,1.480,0.620,0.840,-40.00%,-0.560,"6,301,212",VTL,31-12-2017
15,6.470,6.530,1.350,1.400,-78.43%,-5.090,"7,210,574",VTL,30-09-2017
14,8.380,8.380,6.180,6.490,-23.29%,-1.970,"328,293",VTL,30-06-2017
13,8.690,9.300,8.180,8.460,+0.83%,+0.070,"360,124",VTL,31-03-2017
12,9.640,10.450,8.250,8.390,-12.97%,-1.250,"376,952",VTL,31-12-2016
11,8.341,10.000,8.341,9.640,+11.97%,+1.031,"227,189",VTL,30-09-2016
10,9.300,10.450,7.862,8.609,-7.42%,-0.690,"160,532",VTL,30-06-2016
9,8.839,9.491,7.382,9.300,+0.41%,+0.038,"400,650",VTL,31-03-2016
8,10.642,11.064,8.792,9.261,-12.10%,-1.275,"239,659",VTL,31-12-2015
7,11.521,12.463,9.587,10.536,-9.29%,-1.079,"321,508",VTL,30-09-2015
6,10.444,12.973,10.069,11.615,+12.22%,+1.265,"932,289",VTL,30-06-2015
5,8.346,10.725,7.999,10.350,+27.74%,+2.248,"513,464",VTL,31-03-2015
4,13.310,13.394,7.540,8.102,-40.35%,-5.480,"656,105",VTL,31-12-2014
3,13.722,14.603,11.896,13.582,-3.84%,-0.543,"567,239",VTL,30-09-2014
2,16.008,16.045,13.732,14.125,-10.77%,-1.704,"373,526",VTL,30-06-2014
1,10.397,17.254,10.397,15.829,,,"2,571,470",VTL,31-03-2014
41,1.026,1.360,0.906,1.290,+25.73%,+0.264,"422,253",VVD,30-06-2022
40,1.120,1.330,0.950,1.026,-10.00%,-0.114,"743,780",VVD,31-03-2022
39,1.366,1.450,1.006,1.140,-16.79%,-0.230,"2,229,086",VVD,31-12-2021
38,1.524,1.594,1.350,1.370,-11.04%,-0.170,"895,026",VVD,30-09-2021
37,1.556,1.650,1.456,1.540,-1.28%,-0.020,"803,641",VVD,30-06-2021
36,1.590,1.814,1.400,1.560,-1.89%,-0.030,"2,615,611",VVD,31-03-2021
35,2.300,2.300,1.344,1.590,-19.70%,-0.390,"4,377,596",VVD,31-12-2020
34,2.950,2.970,1.780,1.980,-29.79%,-0.840,"6,808,091",VVD,30-09-2020
33,1.150,3.150,1.050,2.820,+105.24%,+1.446,"14,220,621",VVD,30-06-2020
32,1.280,1.870,0.910,1.374,+10.99%,+0.136,"10,045,106",VVD,31-03-2020
31,1.270,1.440,1.002,1.238,-3.28%,-0.042,"2,615,180",VVD,31-12-2019
30,1.560,1.670,1.250,1.280,-17.95%,-0.280,"2,201,940",VVD,30-09-2019
29,1.790,1.830,1.360,1.560,-12.36%,-0.220,"4,104,153",VVD,30-06-2019
28,1.330,2.560,1.250,1.780,+37.98%,+0.490,"20,858,625",VVD,31-03-2019
27,3.620,3.620,1.180,1.290,-64.17%,-2.310,"10,255,566",VVD,31-12-2018
26,5.360,6.100,3.300,3.600,-33.82%,-1.840,"11,916,123",VVD,30-09-2018
25,3.710,6.500,3.310,5.440,+46.63%,+1.730,"5,139,824",VVD,30-06-2018
24,2.280,3.980,2.250,3.710,+62.72%,+1.430,"2,109,506",VVD,31-03-2018
23,2.900,3.080,2.140,2.280,-20.56%,-0.590,"1,597,120",VVD,31-12-2017
22,3.370,3.370,2.820,2.870,-15.09%,-0.510,"1,097,971",VVD,30-09-2017
21,4.820,5.090,2.900,3.380,-29.88%,-1.440,"2,535,224",VVD,30-06-2017
20,3.840,5.140,3.810,4.820,+26.51%,+1.010,"4,602,593",VVD,31-03-2017
19,5.050,5.250,3.600,3.810,-23.80%,-1.190,"4,286,445",VVD,31-12-2016
18,4.280,5.940,3.800,5.000,+17.10%,+0.730,"4,843,149",VVD,30-09-2016
17,5.090,5.230,3.900,4.270,-15.61%,-0.790,"2,301,435",VVD,30-06-2016
16,5.590,6.500,4.200,5.060,-9.48%,-0.530,"3,671,425",VVD,31-03-2016
15,5.700,8.880,5.220,5.590,-1.93%,-0.110,"4,621,717",VVD,31-12-2015
14,5.420,7.000,5.060,5.700,+6.15%,+0.330,"2,663,587",VVD,30-09-2015
13,4.700,5.660,4.450,5.370,+14.26%,+0.670,"1,728,137",VVD,30-06-2015
12,4.900,6.070,4.120,4.700,-2.89%,-0.140,"2,781,098",VVD,31-03-2015
11,3.000,6.500,2.650,4.840,+61.87%,+1.850,"3,447,702",VVD,31-12-2014
10,2.200,3.160,2.000,2.990,+15.00%,+0.390,"644,886",VVD,30-09-2014
9,4.010,4.450,2.600,2.600,-34.84%,-1.390,"619,564",VVD,30-06-2014
8,2.650,4.750,2.100,3.990,+50.57%,+1.340,"1,847,126",VVD,31-03-2014
7,1.390,3.600,1.330,2.650,+90.65%,+1.260,"1,516,956",VVD,31-12-2013
6,0.680,1.700,0.640,1.390,+104.41%,+0.710,"1,482,659",VVD,30-09-2013
5,0.710,0.790,0.570,0.680,-6.85%,-0.050,"729,952",VVD,30-06-2013
4,0.670,0.850,0.550,0.730,+5.80%,+0.040,"1,583,313",VVD,31-03-2013
3,0.420,0.950,0.400,0.690,+64.29%,+0.270,"1,146,042",VVD,31-12-2012
2,0.250,0.430,0.190,0.420,+68.00%,+0.170,"815,895",VVD,30-09-2012
1,0.390,0.390,0.200,0.250,,,"853,500",VVD,30-06-2012
47,16.80,28.30,16.50,28.30,+71.72%,+11.82,"775,114",VOT,30-06-2022
46,17.00,19.10,13.70,16.48,-1.32%,-0.22,"1,220,686",VOT,31-03-2022
45,14.18,17.48,13.00,16.70,+19.12%,+2.68,"876,029",VOT,31-12-2021
44,16.02,16.18,13.60,14.02,-11.30%,-1.79,"1,065,000",VOT,30-09-2021
43,17.29,20.42,14.91,15.81,-8.33%,-1.44,"1,724,517",VOT,30-06-2021
42,11.67,18.41,11.23,17.24,+47.70%,+5.57,"2,069,333",VOT,31-03-2021
41,12.70,12.90,9.82,11.67,-8.07%,-1.03,"909,026",VOT,31-12-2020
40,10.45,15.24,10.40,12.70,+20.93%,+2.20,"1,881,457",VOT,30-09-2020
39,8.95,12.60,8.87,10.50,+17.87%,+1.59,"675,497",VOT,30-06-2020
38,13.77,14.85,7.62,8.91,-35.32%,-4.86,"1,435,886",VOT,31-03-2020
37,11.14,14.26,10.01,13.77,+23.69%,+2.64,"952,472",VOT,31-12-2019
36,7.83,12.21,7.83,11.14,+42.20%,+3.30,"783,862",VOT,30-09-2019
35,6.55,8.21,5.80,7.83,+19.24%,+1.26,"448,345",VOT,30-06-2019
34,4.50,6.66,3.45,6.57,+45.96%,+2.07,"970,180",VOT,31-03-2019
33,5.09,5.55,3.45,4.50,-11.65%,-0.59,"616,500",VOT,31-12-2018
32,7.47,7.64,5.09,5.09,-33.50%,-2.57,"341,355",VOT,30-09-2018
31,8.29,9.38,6.85,7.66,-10.11%,-0.86,"237,306",VOT,30-06-2018
30,10.87,11.01,8.06,8.52,-21.93%,-2.39,"666,514",VOT,31-03-2018
29,10.34,11.01,9.09,10.91,+5.56%,+0.57,"843,086",VOT,31-12-2017
28,10.24,10.53,8.48,10.34,+2.21%,+0.22,"712,100",VOT,30-09-2017
27,8.85,10.33,7.79,10.12,+13.76%,+1.22,"394,128",VOT,30-06-2017
26,10.71,10.79,8.88,8.89,-16.18%,-1.72,"402,151",VOT,31-03-2017
25,11.18,12.04,9.44,10.61,-4.37%,-0.48,"695,918",VOT,31-12-2016
24,12.53,12.53,9.85,11.09,-11.42%,-1.43,"402,375",VOT,30-09-2016
23,11.43,12.69,11.43,12.52,+9.12%,+1.05,"129,663",VOT,30-06-2016
22,12.91,13.43,11.38,11.48,-10.82%,-1.39,"186,727",VOT,31-03-2016
21,13.59,16.62,11.58,12.87,-10.71%,-1.54,"1,107,210",VOT,31-12-2015
20,16.46,16.63,12.36,14.41,-12.16%,-1.99,"463,991",VOT,30-09-2015
19,5.93,6.09,5.93,6.09,-55.15%,-7.49,"3,940",VOT,30-06-2015
18,6.55,14.30,6.55,13.59,+108.86%,+7.08,"266,534",VOT,31-03-2015
17,5.93,7.14,5.68,6.51,+6.76%,+0.41,"156,496",VOT,31-12-2014
16,5.67,6.17,4.86,6.00,+5.81%,+0.33,"136,431",VOT,30-09-2014
15,5.05,5.98,5.02,5.67,+12.31%,+0.62,"160,210",VOT,30-06-2014
14,4.83,5.48,4.29,5.05,+4.78%,+0.23,"150,749",VOT,31-03-2014
13,3.39,4.98,3.39,4.82,+42.08%,+1.43,"204,708",VOT,31-12-2013
12,3.60,3.60,3.113,3.39,-2.00%,-0.07,"202,540",VOT,30-09-2013
11,3.053,3.57,2.878,3.46,+13.27%,+0.41,"389,317",VOT,30-06-2013
10,3.21,3.32,2.913,3.053,-5.82%,-0.189,"160,149",VOT,31-03-2013
9,3.21,3.34,2.969,3.24,+0.87%,+0.03,"127,668",VOT,31-12-2012
8,3.26,3.30,2.655,3.21,-2.12%,-0.07,"242,596",VOT,30-09-2012
7,2.963,3.28,2.531,3.28,+9.56%,+0.29,"244,655",VOT,30-06-2012
6,2.254,3.027,2.093,2.997,+30.80%,+0.706,"621,650",VOT,31-03-2012
5,2.216,2.422,1.964,2.291,+3.42%,+0.076,"426,975",VOT,31-12-2011
4,2.351,2.448,1.745,2.216,-5.75%,-0.135,"851,952",VOT,30-09-2011
3,2.834,2.931,2.254,2.351,-17.04%,-0.483,"513,007",VOT,30-06-2011
2,2.866,3.085,2.448,2.834,-3.51%,-0.103,"1,411,502",VOT,31-03-2011
1,2.776,3.19,2.705,2.937,,,"856,307",VOT,31-12-2010
43,41.8,44.5,34.8,38.2,-9.05%,-3.8,"123,531",VOX,30-06-2022
42,46.0,46.0,37.8,42.0,-7.69%,-3.5,"257,120",VOX,31-03-2022
41,49.2,53.6,45.3,45.5,-9.00%,-4.5,"241,674",VOX,31-12-2021
40,45.0,55.6,44.9,50.0,+10.69%,+4.8,"611,052",VOX,30-09-2021
39,42.3,48.2,41.1,45.2,+7.30%,+3.1,"920,928",VOX,30-06-2021
38,39.3,46.1,39.3,42.1,+8.69%,+3.4,"471,833",VOX,31-03-2021
37,38.1,46.1,36.9,38.7,+2.03%,+0.8,"405,161",VOX,31-12-2020
36,26.8,42.3,26.8,38.0,+42.20%,+11.3,"522,178",VOX,30-09-2020
35,25.4,28.5,23.7,26.7,+5.18%,+1.3,"367,498",VOX,30-06-2020
34,30.4,32.8,22.8,25.4,-16.41%,-5.0,"219,269",VOX,31-03-2020
33,29.6,32.0,26.3,30.4,+1.26%,+0.4,"123,908",VOX,31-12-2019
32,25.0,31.3,24.7,30.0,+20.07%,+5.0,"236,193",VOX,30-09-2019
31,23.2,27.2,22.5,25.0,+5.77%,+1.4,"165,636",VOX,30-06-2019
30,20.7,24.9,18.0,23.6,+14.03%,+2.9,"919,622",VOX,31-03-2019
29,23.5,23.5,20.0,20.7,-10.59%,-2.5,"242,454",VOX,31-12-2018
28,23.1,27.0,22.3,23.2,+2.41%,+0.5,"259,735",VOX,30-09-2018
27,17.3,23.4,16.1,22.6,+30.66%,+5.3,"976,993",VOX,30-06-2018
26,15.0,19.0,14.6,17.3,+14.64%,+2.2,"881,034",VOX,31-03-2018
25,13.9,15.1,13.1,15.1,+8.56%,+1.2,"467,065",VOX,31-12-2017
24,14.3,14.5,12.9,13.9,-2.58%,-0.4,"199,928",VOX,30-09-2017
23,15.0,16.3,14.2,14.3,-5.41%,-0.8,"504,742",VOX,30-06-2017
22,16.2,16.6,14.9,15.1,-4.93%,-0.8,"171,701",VOX,31-03-2017
21,15.4,17.6,15.1,15.9,+2.66%,+0.4,"326,921",VOX,31-12-2016
20,14.1,16.7,13.9,15.5,+9.51%,+1.3,"134,343",VOX,30-09-2016
19,15.5,16.3,12.1,14.1,-11.10%,-1.8,"740,535",VOX,30-06-2016
18,17.1,18.4,13.9,15.9,-6.89%,-1.2,"955,975",VOX,31-03-2016
17,14.3,17.1,13.0,17.1,+19.56%,+2.8,"386,099",VOX,31-12-2015
16,12.0,14.9,11.6,14.3,+18.50%,+2.2,"223,149",VOX,30-09-2015
15,9.32,12.9,9.32,12.0,+28.18%,+2.6,"455,587",VOX,30-06-2015
14,7.47,9.63,7.18,9.39,+24.42%,+1.84,"377,047",VOX,31-03-2015
13,8.32,9.18,7.22,7.55,-9.31%,-0.78,"322,870",VOX,31-12-2014
12,9.10,10.2,8.16,8.32,-8.52%,-0.77,"196,100",VOX,30-09-2014
11,10.4,10.5,8.85,9.10,-12.56%,-1.31,"198,393",VOX,30-06-2014
10,13.3,14.5,9.22,10.4,-21.77%,-2.9,"197,090",VOX,31-03-2014
9,15.0,15.8,12.7,13.3,-10.93%,-1.6,"171,930",VOX,31-12-2013
8,15.2,16.5,14.7,14.9,-0.55%,-0.1,"418,601",VOX,30-09-2013
7,14.2,15.8,12.5,15.0,+5.63%,+0.8,"355,842",VOX,30-06-2013
6,14.9,15.5,13.5,14.2,-3.76%,-0.6,"309,561",VOX,31-03-2013
5,11.0,16.2,10.9,14.8,+35.08%,+3.8,"529,402",VOX,31-12-2012
4,9.79,11.4,8.69,10.9,+11.66%,+1.1,"235,728",VOX,30-09-2012
3,11.8,11.8,9.79,9.79,-17.23%,-2.04,"99,886",VOX,30-06-2012
2,8.98,15.3,7.34,11.8,+27.18%,+2.5,"338,844",VOX,31-03-2012
1,12.2,12.6,7.74,9.30,,,"355,612",VOX,31-12-2011
116,3.76,4.13,3.28,4.05,+7.57%,+0.28,"1,715,312",VRG,30-06-2022
115,3.78,4.16,3.20,3.77,-0.13%,-0.00,"7,469,291",VRG,31-03-2022
114,3.76,4.15,3.53,3.77,+0.27%,+0.01,"3,528,446",VRG,31-12-2021
113,3.72,3.76,3.19,3.76,+2.45%,+0.09,"7,751,258",VRG,30-09-2021
112,2.605,3.87,2.59,3.67,+39.81%,+1.04,"6,067,492",VRG,30-06-2021
111,2.77,2.79,2.455,2.625,-5.23%,-0.145,"7,497,514",VRG,31-03-2021
110,2.305,2.88,1.95,2.77,+20.43%,+0.47,"13,008,260",VRG,31-12-2020
109,2.35,2.65,2.02,2.30,+1.10%,+0.02,"21,580,596",VRG,30-09-2020
108,1.90,3.03,1.812,2.275,+22.97%,+0.425,"18,946,633",VRG,30-06-2020
107,4.04,4.04,1.508,1.85,-54.21%,-2.19,"20,142,426",VRG,31-03-2020
106,4.23,4.25,3.70,4.04,-4.60%,-0.20,"6,460,863",VRG,31-12-2019
105,3.95,4.38,3.95,4.24,+6.68%,+0.27,"14,001,191",VRG,30-09-2019
104,4.31,4.48,3.62,3.97,-7.67%,-0.33,"12,700,903",VRG,30-06-2019
103,4.04,4.45,3.75,4.30,+6.44%,+0.26,"14,587,830",VRG,31-03-2019
102,4.07,4.12,3.61,4.04,-0.98%,-0.04,"8,544,675",VRG,31-12-2018
101,4.46,4.53,3.90,4.08,-11.11%,-0.51,"9,173,295",VRG,30-09-2018
100,4.67,5.11,4.09,4.59,-1.71%,-0.08,"7,025,682",VRG,30-06-2018
99,4.38,5.45,4.09,4.67,+6.62%,+0.29,"12,306,773",VRG,31-03-2018
98,3.59,4.50,3.35,4.38,+21.67%,+0.78,"15,127,392",VRG,31-12-2017
97,3.41,3.85,3.19,3.60,+5.88%,+0.20,"7,517,462",VRG,30-09-2017
96,3.32,3.55,3.03,3.40,+2.41%,+0.08,"6,912,964",VRG,30-06-2017
95,3.44,3.51,3.02,3.32,-3.49%,-0.12,"9,546,903",VRG,31-03-2017
94,3.22,3.51,3.20,3.44,+5.85%,+0.19,"4,905,522",VRG,31-12-2016
93,3.18,3.64,3.11,3.25,+1.25%,+0.04,"10,313,137",VRG,30-09-2016
92,3.04,3.44,2.83,3.21,+5.59%,+0.17,"16,043,307",VRG,30-06-2016
91,2.90,3.05,2.54,3.04,+4.11%,+0.12,"22,032,995",VRG,31-03-2016
90,2.84,3.20,2.60,2.92,+3.18%,+0.09,"18,742,608",VRG,31-12-2015
89,2.02,2.86,2.02,2.83,+40.80%,+0.82,"16,163,504",VRG,30-09-2015
88,2.34,2.48,1.93,2.01,-12.61%,-0.29,"13,293,490",VRG,30-06-2015
87,1.77,2.37,1.76,2.30,+28.49%,+0.51,"22,196,404",VRG,31-03-2015
86,1.81,1.89,1.62,1.79,-1.65%,-0.03,"15,418,094",VRG,31-12-2014
85,1.67,1.96,1.58,1.82,+8.33%,+0.14,"18,049,474",VRG,30-09-2014
84,1.76,1.90,1.49,1.68,-4.00%,-0.07,"19,208,523",VRG,30-06-2014
83,1.87,2.07,1.68,1.75,-6.42%,-0.12,"17,681,784",VRG,31-03-2014
82,1.88,2.40,1.65,1.87,-1.58%,-0.03,"30,175,404",VRG,31-12-2013
81,0.94,1.94,0.90,1.90,+97.92%,+0.94,"40,012,186",VRG,30-09-2013
80,1.25,1.29,0.86,0.96,-23.81%,-0.30,"23,126,427",VRG,30-06-2013
79,1.11,1.53,1.04,1.26,+16.67%,+0.18,"35,847,631",VRG,31-03-2013
78,0.82,1.18,0.80,1.08,+35.00%,+0.28,"28,940,584",VRG,31-12-2012
77,0.88,0.89,0.72,0.80,-8.05%,-0.07,"4,971,870",VRG,30-09-2012
76,0.998,1.236,0.82,0.87,-13.00%,-0.13,"8,373,254",VRG,30-06-2012
75,0.781,1.364,0.781,1.00,+25.00%,+0.20,"20,731,072",VRG,31-03-2012
74,0.761,1.038,0.722,0.80,+1.18%,+0.01,"14,327,632",VRG,31-12-2011
73,1.562,1.651,0.761,0.791,-48.39%,-0.741,"30,707,830",VRG,30-09-2011
72,2.076,2.155,1.374,1.532,-26.19%,-0.544,"14,647,892",VRG,30-06-2011
71,2.086,2.451,1.987,2.076,-0.47%,-0.010,"8,678,175",VRG,31-03-2011
70,2.530,2.797,1.957,2.086,-17.90%,-0.455,"7,937,558",VRG,31-12-2010
69,2.471,2.738,2.431,2.540,+2.80%,+0.069,"7,071,732",VRG,30-09-2010
68,2.896,3.113,2.352,2.471,-14.97%,-0.435,"14,298,233",VRG,30-06-2010
67,2.244,3.25,2.036,2.906,+29.52%,+0.662,"31,084,012",VRG,31-03-2010
66,2.669,2.718,1.987,2.244,-15.93%,-0.425,"19,051,679",VRG,31-12-2009
65,2.501,3.23,2.165,2.669,+8.00%,+0.198,"46,103,052",VRG,30-09-2009
64,1.443,2.945,1.058,2.471,+81.15%,+1.107,"133,487,532",VRG,30-06-2009
63,2.174,2.471,0.811,1.364,-36.11%,-0.771,"66,068,798",VRG,31-03-2009
62,4.05,4.25,2.115,2.135,-47.95%,-1.967,"16,562,251",VRG,31-12-2008
61,7.60,7.60,3.60,4.10,-46.03%,-3.50,"9,443,651",VRG,30-09-2008
60,10.00,10.03,7.12,7.60,-23.71%,-2.36,"12,169,170",VRG,30-06-2008
59,11.66,11.86,7.63,9.96,-15.86%,-1.88,"10,480,812",VRG,31-03-2008
58,14.73,15.51,10.67,11.84,-19.60%,-2.89,"11,951,295",VRG,31-12-2007
57,16.11,16.61,12.90,14.73,-10.24%,-1.68,"9,083,579",VRG,30-09-2007
56,13.29,17.00,12.76,16.41,+23.42%,+3.11,"13,737,852",VRG,30-06-2007
55,8.70,13.59,8.45,13.29,+49.45%,+4.40,"10,889,323",VRG,31-03-2007
54,7.40,9.29,7.02,8.90,+22.61%,+1.64,"15,780,039",VRG,31-12-2006
53,5.14,7.76,4.91,7.25,+41.16%,+2.12,"6,030,909",VRG,30-09-2006
52,5.81,6.18,4.00,5.14,-11.56%,-0.67,"4,592,319",VRG,30-06-2006
51,3.64,6.32,3.52,5.81,+55.15%,+2.07,"7,240,078",VRG,31-03-2006
50,3.66,3.78,3.113,3.75,+2.43%,+0.09,"1,385,188",VRG,31-12-2005
49,3.123,3.91,3.064,3.66,+15.99%,+0.50,"3,055,403",VRG,30-09-2005
48,3.143,3.27,2.866,3.153,-1.24%,-0.040,"1,321,436",VRG,30-06-2005
47,3.074,3.41,2.866,3.19,+4.19%,+0.13,"3,355,953",VRG,31-03-2005
46,3.26,3.68,2.797,3.064,-7.19%,-0.237,"8,158,245",VRG,31-12-2004
45,1.769,3.37,1.740,3.30,+84.53%,+1.51,"9,005,738",VRG,30-09-2004
44,1.236,1.868,1.236,1.789,+42.53%,+0.534,"16,733,818",VRG,30-06-2004
43,0.504,1.374,0.484,1.255,+149.00%,+0.751,"14,648,844",VRG,31-03-2004
42,0.445,0.514,0.376,0.504,+13.33%,+0.059,"6,947,152",VRG,31-12-2003
41,0.316,0.534,0.316,0.445,+32.38%,+0.109,"4,766,533",VRG,30-09-2003
40,0.2570,0.395,0.2471,0.336,+30.74%,+0.079,"3,034,314",VRG,30-06-2003
39,0.2076,0.494,0.1878,0.2570,+29.99%,+0.0593,"12,854,662",VRG,31-03-2003
38,0.2767,0.316,0.1483,0.1977,-35.48%,-0.1087,"11,603,657",VRG,31-12-2002
37,0.583,0.593,0.2965,0.3064,-49.18%,-0.2965,"1,380,139",VRG,30-09-2002
36,0.682,0.722,0.554,0.603,-11.60%,-0.079,"3,194,425",VRG,30-06-2002
35,0.603,0.801,0.593,0.682,+15.01%,+0.089,"4,307,396",VRG,31-03-2002
34,0.613,0.692,0.593,0.593,-3.23%,-0.020,"4,623,538",VRG,31-12-2001
33,0.672,0.722,0.613,0.613,-8.82%,-0.059,"387,769",VRG,30-09-2001
32,0.682,0.781,0.633,0.672,+3.04%,+0.020,"4,394,205",VRG,30-06-2001
31,0.801,0.801,0.603,0.652,-20.48%,-0.168,"1,037,330",VRG,31-03-2001
30,0.860,1.018,0.751,0.820,-4.61%,-0.040,"1,917,263",VRG,31-12-2000
29,0.909,1.048,0.860,0.860,-13.00%,-0.128,"1,710,519",VRG,30-09-2000
28,1.147,1.206,0.939,0.988,-13.04%,-0.148,"1,638,837",VRG,30-06-2000
27,1.463,1.463,1.048,1.137,-23.34%,-0.346,"4,396,461",VRG,31-03-2000
26,1.216,1.581,1.176,1.483,+20.97%,+0.257,"5,637,643",VRG,31-12-1999
25,1.038,1.226,0.890,1.226,+16.98%,+0.178,"19,802,526",VRG,30-09-1999
24,0.751,1.058,0.751,1.048,+41.33%,+0.306,"24,477,544",VRG,30-06-1999
23,0.979,1.127,0.702,0.741,-21.87%,-0.208,"26,010,015",VRG,31-03-1999
22,0.554,0.949,0.544,0.949,+60.00%,+0.356,"9,683,072",VRG,31-12-1998
21,0.959,0.969,0.583,0.593,-38.78%,-0.376,"9,368,034",VRG,30-09-1998
20,0.959,1.334,0.85,0.969,+3.15%,+0.030,"42,840,751",VRG,30-06-1998
19,0.860,0.988,0.771,0.939,+6.74%,+0.059,"39,779,079",VRG,31-03-1998
18,0.880,0.949,0.741,0.880,+3.49%,+0.030,"39,940,169",VRG,31-12-1997
17,0.959,0.988,0.85,0.85,-12.24%,-0.12,"17,434,508",VRG,30-09-1997
16,0.988,1.127,0.959,0.969,-5.77%,-0.059,"30,298,206",VRG,30-06-1997
15,0.929,1.186,0.909,1.028,+10.63%,+0.099,"56,750,327",VRG,31-03-1997
14,0.969,1.008,0.880,0.929,-4.08%,-0.039,"20,950,890",VRG,31-12-1996
13,1.018,1.048,0.880,0.969,-5.77%,-0.059,"27,521,150",VRG,30-09-1996
12,0.929,1.255,0.919,1.028,+11.83%,+0.109,"38,796,422",VRG,30-06-1996
11,0.899,1.038,0.899,0.919,+5.68%,+0.049,"37,832,908",VRG,31-03-1996
10,0.949,0.988,0.761,0.870,-8.33%,-0.079,"18,130,974",VRG,31-12-1995
9,1.206,1.206,0.909,0.949,-21.31%,-0.257,"11,984,154",VRG,30-09-1995
8,1.107,1.562,1.107,1.206,+10.91%,+0.119,"19,688,901",VRG,30-06-1995
7,1.315,1.374,1.048,1.087,-9.09%,-0.109,"9,716,588",VRG,31-03-1995
