symbol,Date,Currency,Net sales revenues,Profit (loss) on operating activities,Gross profit (loss),Net profit (loss) parent,Depreciation,EBITDA,Assets,Equity,Number of shares,Earnings per share (zl),Book value per share (zl)
ASSECOBS,31-03-2022,PLN,77031,21035,20631,17594,7379,28414,482267,364087,"33 418,193",526,10895
ASSECOBS,30-06-2020,PLN,64372,19168,18930,15714,6236,25404,385186,287178,"33 418,193",470,8593
ASSECOBS,30-09-2020,PLN,63921,19354,18906,15750,6064,25418,399836,302928,"33 418,193",471,9065
ASSECOBS,31-12-2020,PLN,86929,34516,33383,29430,6172,40688,440428,331952,"33 418,193",881,9933
ASSECOBS,31-03-2021,PLN,72537,20352,19939,16354,6380,26732,473135,348306,"33 418,193",489,10423
ASSECOBS,30-06-2019,PLN,61687,17396,17058,14064,6064,23460,384107,272743,"33 418,193",421,8162
ASSECOBS,30-09-2019,PLN,65348,19572,19043,15684,6087,25659,391118,288427,"33 418,193",469,8631
ASSECOBS,31-12-2019,PLN,82944,31774,31951,28266,6268,38042,422641,316105,"33 418,193",846,9459
ASSECOBS,31-03-2020,PLN,66894,19502,18386,15512,6816,26318,433865,331617,"33 418,193",464,9923
ASSECOBS,30-06-2018,PLN,63646,17945,17669,14503,4638,22583,359076,265376,"33 418,193",434,7941
ASSECOBS,30-09-2018,PLN,59360,17292,17266,14232,4708,22000,347564,279608,"33 418,193",426,8367
ASSECOBS,31-12-2018,PLN,69975,23397,23323,19112,4666,28063,362053,298320,"33 418,193",572,8927
ASSECOBS,31-03-2019,PLN,63881,18934,18671,15425,6088,25022,399781,308806,"33 418,193",462,9241
ASSECOBS,30-06-2017,PLN,41680,11853,11840,9588,2681,14534,355860,256125,"33 418,193",287,7664
ASSECOBS,30-09-2017,PLN,54569,13690,13079,10510,4353,18043,351690,262982,"33 418,193",314,7869
ASSECOBS,31-12-2017,PLN,68582,20531,20541,16723,4430,24961,358084,279591,"33 418,193",500,8366
ASSECOBS,31-03-2018,PLN,61709,17943,17871,14722,4545,22488,360301,294379,"33 418,193",441,8809
ASSECOBS,30-06-2016,PLN,39485,10751,11094,8924,2757,13508,272567,251782,"33 418,193",267,7534
ASSECOBS,30-09-2016,PLN,41736,13603,13884,11179,2752,16355,282885,262961,"33 418,193",335,7869
ASSECOBS,31-12-2016,PLN,46229,14463,14639,11962,2752,17215,301682,275008,"33 418,193",358,8229
ASSECOBS,31-03-2017,PLN,47962,16114,16621,13404,2681,18795,309080,288412,"33 418,193",401,8630
ASSECOBS,30-06-2015,PLN,35137,8023,8354,6720,2710,10733,264568,247213,"33 418,193",201,7398
ASSECOBS,30-09-2015,PLN,36101,9931,10165,8180,2696,12627,271798,255393,"33 418,193",245,7642
ASSECOBS,31-12-2015,PLN,43522,12794,13011,10483,2717,15511,290039,265895,"33 418,193",314,7957
ASSECOBS,31-03-2016,PLN,41306,12743,12862,10381,2731,15474,294389,276276,"33 418,193",311,8267
ASSECOBS,30-06-2014,PLN,31198,6327,6689,5365,3073,9400,259828,245363,"33 418,193",161,7342
ASSECOBS,30-09-2014,PLN,32572,7288,7568,6092,2949,10237,267711,251455,"33 418,193",182,7524
ASSECOBS,31-12-2014,PLN,42133,11422,11718,9418,2989,14411,284332,260653,"33 418,193",282,7800
ASSECOBS,31-03-2015,PLN,37074,9711,10077,8126,2724,12435,285627,268779,"33 418,193",243,8043
ASSECOBS,30-06-2013,PLN,32579,5530,6032,4820,2879,8409,258267,243745,"33 418,193",144,7294
ASSECOBS,30-09-2013,PLN,31256,7128,7373,5876,2889,10017,263224,249621,"33 418,193",176,7470
ASSECOBS,31-12-2013,PLN,48452,11507,11803,9415,2877,14384,291396,259036,"33 418,193",282,7751
ASSECOBS,31-03-2014,PLN,39121,9186,9550,7696,2856,12042,283804,266732,"33 418,193",230,7982
ASSECOBS,30-06-2012,PLN,32985,5097,5804,4640,2635,7732,260095,243532,"33 418,193",139,7287
ASSECOBS,30-09-2012,PLN,32111,7329,7746,6215,2480,9809,263691,249747,"33 418,193",186,7473
ASSECOBS,31-12-2012,PLN,36947,10495,11046,8861,2400,12895,276597,258608,"33 418,193",265,7739
ASSECOBS,31-03-2013,PLN,33700,7657,8306,6717,2938,10595,279339,265325,"33 418,193",201,7940
ASSECOBS,30-06-2011,PLN,38362,6862,7421,5934,2717,9579,270946,249845,"33 418,193",178,7476
ASSECOBS,30-09-2011,PLN,31500,6515,6862,5604,2472,8987,0,0,"33 418,193",168,0
ASSECOBS,31-12-2011,PLN,45771,10328,10863,8708,2017,12345,288308,264157,"33 418,193",261,7905
ASSECOBS,31-03-2012,PLN,37320,7761,8464,6816,2720,10481,289049,270973,"33 418,193",204,8109
ASSECOBS,30-06-2010,PLN,37656,6780,7345,5884,2645,9425,270202,247919,"33 418,193",176,7419
ASSECOBS,30-09-2010,PLN,42506,8120,8419,6778,2674,10794,0,0,"33 418,193",203,0
ASSECOBS,31-12-2010,PLN,51745,11781,12298,9702,2539,14320,297765,264399,"33 418,193",290,7912
ASSECOBS,31-03-2011,PLN,42492,11235,11886,9588,2675,13910,295090,273987,"33 418,193",287,8199
ASSECOBS,30-06-2009,PLN,37656,4944,5236,4159,2366,7310,267484,247139,"33 418,193",124,7395
ASSECOBS,30-09-2009,PLN,32521,5854,6138,4926,2402,8256,0,0,"33 418,193",147,0
ASSECOBS,31-12-2009,PLN,45274,8853,9152,7300,2562,11415,288916,259371,"33 418,193",218,7761
ASSECOBS,31-03-2010,PLN,36680,9097,9579,7728,2627,11724,286793,267099,"33 418,193",231,7993
ASSECOBS,30-06-2008,PLN,37568,4885,5088,3295,3064,7949,252340,233795,"33 418,193",99,6996
ASSECOBS,30-09-2008,PLN,35108,4569,4920,3947,2403,6972,0,0,"33 418,193",118,0
ASSECOBS,31-12-2008,PLN,36178,7604,7750,6234,2877,10481,283941,250980,"33 418,193",187,7510
ASSECOBS,31-03-2009,PLN,40745,7107,7519,6042,2627,9734,276834,257022,"33 418,193",181,7691
ASSECOBS,30-06-2007,PLN,14439,3301,3338,2606,966,4267,0,0,"23 013,914",113,0
ASSECOBS,30-09-2007,PLN,27180,2239,2199,2199,1622,3861,0,0,"23 013,914",96,0
ASSECOBS,31-12-2007,PLN,37260,6165,6246,5840,1358,7523,196226,169907,"28 613,914",204,5938
ASSECOBS,31-03-2008,PLN,31090,6011,6086,5752,1587,7598,191536,175659,"28 613,914",201,6139
ASSECOBS,31-12-2005,PLN,0,0,0,0,0,0,41539,32097,"23 013,914",0,1395
ASSECOBS,30-06-2006,PLN,0,0,0,0,0,0,38256,32935,"23 013,914",0,1431
ASSECOBS,31-12-2006,PLN,0,0,0,0,0,0,42491,35166,"23 013,914",0,1528
ASSECOBS,31-03-2007,PLN,7285,538,847,847,638,1176,71052,36013,"23 013,914",37,1565
ASSECOBS,31-12-2004,PLN,0,0,0,0,0,0,39348,30200,"23 013,914",0,1312
ASSECOPOL,31-03-2021,PLN,261600,46000,164600,155100,14000,60000,5469200,5057300,"83 000,303",1869,60931
ASSECOPOL,30-06-2021,PLN,268100,57100,106900,94200,13700,70800,5281400,4893400,"83 000,303",1135,58956
ASSECOPOL,30-09-2021,PLN,263600,55900,64600,53400,14100,70000,5348400,4946800,"83 000,303",643,59600
ASSECOPOL,31-12-2021,PLN,305700,27500,24900,18200,13900,41400,5432000,4965700,"83 000,303",219,59827
ASSECOPOL,31-03-2020,PLN,206700,31400,134600,129000,15900,47300,5348900,5021400,"83 000,303",1554,60499
ASSECOPOL,30-06-2020,PLN,229100,34100,58100,48700,15800,49900,5161500,4820200,"83 000,303",587,58074
ASSECOPOL,30-09-2020,PLN,263600,44000,51800,41200,16900,60900,5242500,4856000,"83 000,303",496,58506
ASSECOPOL,31-12-2020,PLN,307600,48700,47300,46800,15000,63700,5370100,4902200,"83 000,303",564,59062
ASSECOPOL,31-03-2019,PLN,195100,29100,109200,103400,16800,45900,5430300,5046000,"83 000,303",1246,60795
ASSECOPOL,30-06-2019,PLN,210000,31900,53800,49000,15500,47400,5179900,4838500,"83 000,303",590,58295
ASSECOPOL,30-09-2019,PLN,191700,28100,34100,30600,15600,43700,5181900,4869100,"83 000,303",369,58664
ASSECOPOL,31-12-2019,PLN,208700,20200,27700,23800,15800,36000,5235700,4892400,"83 000,303",287,58944
ASSECOPOL,31-03-2018,PLN,205400,46400,58400,45300,13500,59900,5463900,5078900,"83 000,303",546,61191
ASSECOPOL,30-06-2018,PLN,225400,43100,50400,40100,13500,56600,5255100,4869000,"83 000,303",483,58662
ASSECOPOL,30-09-2018,PLN,211000,47600,50900,40200,15000,62600,5256600,4909000,"83 000,303",484,59144
ASSECOPOL,31-12-2018,PLN,251500,44600,51000,40900,14600,59200,5316900,4949800,"83 000,303",493,59636
ASSECOPOL,31-03-2017,PLN,202900,31500,147000,146300,13300,44800,5668500,5256900,"83 000,303",1763,63336
ASSECOPOL,30-06-2017,PLN,196300,22100,31300,27100,13600,35700,5553600,5033100,"83 000,303",327,60640
ASSECOPOL,30-09-2017,PLN,202900,32400,77400,45200,13600,46000,5481200,5078500,"83 000,303",545,61187
ASSECOPOL,31-12-2017,PLN,259100,34600,-50600,-42700,13600,48200,5498000,5035700,"83 000,303",-514,60671
ASSECOPOL,31-03-2016,PLN,213000,43600,192600,181500,13600,57200,5657300,5171100,"83 000,303",2187,62302
ASSECOPOL,30-06-2016,PLN,239500,47100,87500,74400,13200,60300,5644000,4995300,"83 000,303",896,60184
ASSECOPOL,30-09-2016,PLN,233000,50700,49500,45200,13300,64000,5572700,5059200,"83 000,303",545,60954
ASSECOPOL,31-12-2016,PLN,251300,49600,60200,51100,13100,62700,5599900,5110100,"83 000,303",616,61567
ASSECOPOL,31-03-2015,PLN,257200,50200,134100,123400,13400,63600,5595400,5097200,"83 000,303",1487,61412
ASSECOPOL,30-06-2015,PLN,264900,56600,97900,80800,13600,70200,5505600,4937200,"83 000,303",973,59484
ASSECOPOL,30-09-2015,PLN,246500,60300,59600,50800,13500,73800,5553100,4987800,"83 000,303",612,60094
ASSECOPOL,31-12-2015,PLN,344500,8400,1100,2000,13700,22100,5625200,4989600,"83 000,303",24,60115
ASSECOPOL,31-03-2014,PLN,301700,59300,103400,86700,15400,74700,5529400,4986300,"83 000,303",1045,60076
ASSECOPOL,30-06-2014,PLN,346200,62200,127200,113100,15100,77300,5406400,4883600,"83 000,303",1363,58838
ASSECOPOL,30-09-2014,PLN,306800,66100,65700,54800,15000,81100,5433500,4938100,"83 000,303",660,59495
ASSECOPOL,31-12-2014,PLN,366600,52700,47800,35700,14800,67500,5520900,4973800,"83 000,303",430,59925
ASSECOPOL,31-03-2013,PLN,321100,85500,97800,81700,14400,99900,5465500,4902200,"83 000,303",984,59062
ASSECOPOL,30-06-2013,PLN,332000,73000,152900,136500,13700,86700,5444400,4838600,"83 000,303",1645,58296
ASSECOPOL,30-09-2013,PLN,318100,56400,53200,42800,15800,72200,5522500,4881000,"83 000,303",516,58807
ASSECOPOL,31-12-2013,PLN,457200,40800,25800,19300,15800,56600,5563000,4900200,"83 000,303",233,59038
ASSECOPOL,31-03-2012,PLN,312000,88800,109500,91000,12400,101200,5178200,4524000,"77 565,530",1173,58325
ASSECOPOL,30-06-2012,PLN,322200,77100,134100,118400,12900,90000,5259700,4472200,"77 565,530",1526,57657
ASSECOPOL,30-09-2012,PLN,315100,75200,69500,55600,13200,88400,5134800,4527500,"77 565,530",717,58370
ASSECOPOL,31-12-2012,PLN,369500,59500,73100,58600,14400,73900,5549300,4820600,"83 000,303",706,58079
ASSECOPOL,31-03-2011,PLN,336200,83600,109900,93500,13100,96700,4917600,4352000,"77 565,530",1205,56107
ASSECOPOL,30-06-2011,PLN,307800,84500,127000,108100,12800,97300,0,0,"77 565,530",1394,0
ASSECOPOL,30-09-2011,PLN,323900,84500,75900,61100,12800,97300,0,0,"77 565,530",788,0
ASSECOPOL,31-12-2011,PLN,359500,65000,65500,52600,12400,77400,5241300,4432900,"77 565,530",678,57150
ASSECOPOL,31-03-2010,PLN,290900,87100,130800,109400,14400,101500,4360100,3629300,"77 565,530",1410,46790
ASSECOPOL,30-06-2010,PLN,294700,86400,123000,148500,13300,99700,4544100,3875100,"77 565,530",1915,49959
ASSECOPOL,30-09-2010,PLN,287800,94400,91900,73900,13100,107500,0,0,"77 565,530",953,0
ASSECOPOL,31-12-2010,PLN,295000,65400,34400,90700,14000,79400,4898600,4307000,"77 565,530",1169,55527
ASSECOPOL,31-03-2009,PLN,235842,66152,91872,80466,9762,75914,4175288,3375227,"77 565,530",1037,43515
ASSECOPOL,30-06-2009,PLN,232861,85923,109146,92366,11375,97298,4203239,3397134,"77 565,530",1191,43797
ASSECOPOL,30-09-2009,PLN,237067,89976,86103,68487,10772,100748,0,0,"77 565,530",883,0
ASSECOPOL,31-12-2009,PLN,240670,67687,59328,49420,10158,77845,4153210,3517463,"77 565,530",637,45348
ASSECOPOL,31-03-2008,PLN,153563,50266,58238,48521,3582,53848,2668891,1990045,"51 090,384",950,38951
ASSECOPOL,30-06-2008,PLN,241232,74674,97322,80643,10026,84700,3504353,2665577,"71 292,980",1131,37389
ASSECOPOL,30-09-2008,PLN,236255,83941,73658,61302,10198,94139,0,0,"71 292,980",860,0
ASSECOPOL,31-12-2008,PLN,297560,88101,89069,74955,7577,95678,4198214,3295686,"77 565,530",966,42489
ASSECOPOL,31-03-2007,PLN,90729,20782,26465,23027,2326,23108,1745110,1472949,0,,
ASSECOPOL,30-06-2007,PLN,96865,25487,31744,25595,1938,27425,1782694,1488762,0,,
ASSECOPOL,30-09-2007,PLN,115857,42590,44247,35132,2108,44698,0,0,0,,
ASSECOPOL,31-12-2007,PLN,139983,44839,26226,21939,7099,51938,2453555,1941524,"51 090,384",429,38002
ASSECOPOL,31-03-2006,PLN,63395,6523,5847,5847,1549,8072,564075,303350,"25 174,713",232,12050
ASSECOPOL,30-06-2006,PLN,69217,5838,6725,6725,1568,7406,537510,293481,"25 174,713",267,11658
ASSECOPOL,30-09-2006,PLN,80157,21637,17341,17341,1569,23206,0,0,"25 174,713",689,0
ASSECOPOL,31-12-2006,PLN,88134,15031,30721,28333,1765,16796,612865,339153,"25 174,713",1125,13472
ASSECOPOL,31-03-2005,PLN,79280,9898,8036,8036,1342,11240,466278,153723,"20 950,512",384,7337
ASSECOPOL,30-06-2005,PLN,64403,18884,16303,16149,1405,20289,0,0,"20 950,512",771,0
ASSECOPOL,30-09-2005,PLN,75883,26915,22199,22199,1302,28217,0,0,"25 174,713",882,0
ASSECOPOL,31-12-2005,PLN,104325,64,8115,7266,1324,1388,592810,296897,"25 174,713",289,11793
ASSECOPOL,31-03-2004,PLN,59689,4201,9274,9282,1272,5473,214831,147171,"20 950,512",443,7025
ASSECOPOL,30-06-2004,PLN,62911,-4090,-9262,-9214,1412,-2678,249877,137083,"20 950,512",-440,6543
ASSECOPOL,30-09-2004,PLN,76981,13826,1651,1659,1229,15055,345495,151635,"20 950,512",79,7238
ASSECOPOL,31-12-2004,PLN,189247,6649,-11385,-7147,1235,7884,517044,141223,"20 950,512",-341,6741
ASSECOPOL,31-03-2003,PLN,84041,1435,1119,1120,1319,2754,193127,143337,"20 613,992",54,6953
ASSECOPOL,30-06-2003,PLN,30246,367,-17944,-17691,1728,2095,186453,125646,"20 613,992",-858,6095
ASSECOPOL,30-09-2003,PLN,31819,-2202,-2634,-2622,1425,-777,220063,123024,"20 613,992",-127,5968
ASSECOPOL,31-12-2003,PLN,116867,14078,6067,14623,1312,15390,220809,137984,"20 950,512",698,6586
ASSECOPOL,31-03-2002,PLN,80019,5948,4062,1278,1215,7163,444098,294994,0,,
ASSECOPOL,30-06-2002,PLN,42091,1345,-1449,-1097,1209,2554,412859,293897,"17 413,992",-63,16877
ASSECOPOL,30-09-2002,PLN,43697,-27181,-166057,-166983,1838,-25343,231941,126914,"17 413,992",-9589,7288
ASSECOPOL,31-12-2002,PLN,114614,-956,-18562,-16122,1382,426,278283,143174,"17 413,992",-926,8222
ASSECOPOL,31-03-2001,PLN,63987,-980,5301,3500,1583,603,352876,286816,0,,
ASSECOPOL,30-06-2001,PLN,86084,5624,-2910,-2655,1463,7087,394270,275690,0,,
ASSECOPOL,30-09-2001,PLN,74771,-6264,2612,430,1490,-4774,354209,283141,0,,
ASSECOPOL,31-12-2001,PLN,182644,19400,15322,10560,1427,20827,494089,293716,0,,
ASSECOPOL,31-03-2000,PLN,59232,13531,16672,11979,2055,15586,219760,192738,0,,
ASSECOPOL,30-06-2000,PLN,65713,9230,10095,7112,2217,11447,217175,190334,0,,
ASSECOPOL,30-09-2000,PLN,91519,17326,17781,12926,2353,19679,244372,203259,0,,
ASSECOPOL,31-12-2000,PLN,174885,5063,6481,2063,2130,7193,403170,240364,0,,
ASSECOPOL,31-03-1999,PLN,101407,31187,31355,20526,1821,33008,207976,158012,0,,
ASSECOPOL,30-06-1999,PLN,71868,20288,22832,15014,1900,22188,211522,165012,0,,
ASSECOPOL,30-09-1999,PLN,65237,14854,15245,9949,2026,16880,219238,174961,0,,
ASSECOPOL,31-12-1999,PLN,82145,5076,8519,5797,1965,7041,217299,180760,0,,
ASSECOPOL,31-03-1998,PLN,73627,17163,17454,11306,843,18006,94846,41440,0,,
ASSECOPOL,30-06-1998,PLN,51579,9241,13048,8825,902,10143,157732,120663,0,,
ASSECOPOL,30-09-1998,PLN,56898,14749,17386,10129,1112,15861,169055,130792,0,,
ASSECOPOL,31-12-1998,PLN,48119,5324,10166,6708,1478,6802,171973,137487,0,,
ASSECOSEE,30-06-2021,PLN,7694,2394,51050,48319,193,2587,751503,676678,"51 894,251",931,13040
ASSECOSEE,30-09-2021,PLN,7930,1678,14754,13532,224,1902,719488,690209,"51 894,251",261,13300
ASSECOSEE,31-12-2021,PLN,3184,-3314,16369,16222,318,-2996,748386,706478,"51 894,251",313,13614
ASSECOSEE,31-03-2022,PLN,6841,534,12893,12026,250,784,761399,718536,"51 894,251",232,13846
ASSECOSEE,30-06-2020,PLN,7771,1995,28675,26477,160,2155,716381,644270,"51 894,251",510,12415
ASSECOSEE,30-09-2020,PLN,5410,76,1329,1011,171,247,677824,645281,"51 894,251",19,12435
ASSECOSEE,31-12-2020,PLN,6328,-172,12801,12673,177,5,689881,657955,"51 894,251",244,12679
ASSECOSEE,31-03-2021,PLN,8403,1687,23910,22298,176,1863,706504,680253,"51 894,251",430,13108
ASSECOSEE,30-06-2019,PLN,7095,1320,36503,33870,152,1472,684918,631721,"51 894,251",653,12173
ASSECOSEE,30-09-2019,PLN,6642,1296,1996,2042,158,1454,676739,633881,"51 894,251",39,12215
ASSECOSEE,31-12-2019,PLN,6300,190,4038,3661,162,352,679755,637685,"51 894,251",71,12288
ASSECOSEE,31-03-2020,PLN,6714,1335,18865,18176,164,1499,694169,656004,"51 894,251",350,12641
ASSECOSEE,30-06-2018,PLN,4747,-1,15233,14302,119,118,656475,609678,"51 894,251",276,11748
ASSECOSEE,30-09-2018,PLN,5617,488,420,269,107,595,628796,610226,"51 894,251",5,11759
ASSECOSEE,31-12-2018,PLN,6534,182,13879,12957,148,330,644263,623486,"51 894,251",250,12015
ASSECOSEE,31-03-2019,PLN,5138,315,505,672,132,447,651830,624456,"51 894,251",13,12033
ASSECOSEE,30-06-2017,PLN,4279,187,5518,5191,88,275,652956,613778,"51 894,251",100,11827
ASSECOSEE,30-09-2017,PLN,4175,436,765,565,104,540,635011,614606,"51 894,251",11,11843
ASSECOSEE,31-12-2017,PLN,4893,417,6969,5972,108,525,637282,620843,"51 894,251",115,11964
ASSECOSEE,31-03-2018,PLN,4992,995,1299,973,114,1109,642164,622084,"51 894,251",19,11988
ASSECOSEE,30-06-2016,PLN,4057,203,2515,2084,66,269,668652,628509,"51 894,251",40,12111
ASSECOSEE,30-09-2016,PLN,4166,881,856,871,62,943,648038,629380,"51 894,251",17,12128
ASSECOSEE,31-12-2016,PLN,3439,-104,-3871,-3987,85,-19,645278,625393,"51 894,251",-77,12051
ASSECOSEE,31-03-2017,PLN,3180,-1,8913,8104,89,88,648900,608588,"51 894,251",156,11727
ASSECOSEE,30-06-2015,PLN,4113,333,15891,15391,70,403,647024,615977,"51 894,251",297,11870
ASSECOSEE,30-09-2015,PLN,3931,724,839,1145,71,795,630710,616965,"51 894,251",22,11889
ASSECOSEE,31-12-2015,PLN,3485,-222,31885,30207,69,-153,666409,647170,"51 894,251",582,12471
ASSECOSEE,31-03-2016,PLN,4142,1565,1356,1051,60,1625,666538,626425,"51 894,251",20,12071
ASSECOSEE,30-06-2014,PLN,4263,484,9818,9651,73,557,631085,608312,"51 894,251",186,11722
ASSECOSEE,30-09-2014,PLN,4612,869,7861,7058,64,933,620804,615370,"51 894,251",136,11858
ASSECOSEE,31-12-2014,PLN,4459,791,-2813,-2740,66,857,618118,612630,"51 894,251",-53,11805
ASSECOSEE,31-03-2015,PLN,4306,1404,9485,8715,73,1477,631435,600587,"51 894,251",168,11573
ASSECOSEE,30-06-2013,PLN,4276,864,9535,8366,59,923,647635,600606,"51 894,251",161,11574
ASSECOSEE,30-09-2013,PLN,3799,738,7339,7465,72,810,610862,608071,"51 894,251",144,11718
ASSECOSEE,31-12-2013,PLN,5751,1240,2473,2404,65,1305,618718,610475,"51 894,251",46,11764
ASSECOSEE,31-03-2014,PLN,3689,555,5046,4791,62,617,621784,615266,"51 894,251",92,11856
ASSECOSEE,30-06-2012,PLN,2279,177,6983,6788,48,225,610266,584382,"51 894,251",131,11261
ASSECOSEE,30-09-2012,PLN,3353,1093,28776,28893,56,1149,616807,613276,"51 894,251",557,11818
ASSECOSEE,31-12-2012,PLN,2984,-852,-1740,-1077,58,-794,616601,612197,"51 894,251",-21,11797
ASSECOSEE,31-03-2013,PLN,4580,717,23310,22077,66,783,640007,634274,"51 894,251",425,12222
ASSECOSEE,30-06-2011,PLN,830,-531,5168,5289,15,-516,595604,572606,"51 894,251",102,11034
ASSECOSEE,30-09-2011,PLN,646,266,11138,10948,15,281,0,0,"51 894,251",211,0
ASSECOSEE,31-12-2011,PLN,816,-1034,-684,-591,20,-1014,587687,582963,"51 894,251",-11,11234
ASSECOSEE,31-03-2012,PLN,1507,637,12119,12080,35,672,598546,595043,"51 894,251",233,11466
ASSECOSEE,30-06-2010,PLN,1065,-117,6562,6560,0,-117,547665,539671,"49 561,719",132,10889
ASSECOSEE,30-09-2010,PLN,987,-320,14853,14681,10,-310,0,0,"49 561,719",296,0
ASSECOSEE,31-12-2010,PLN,1266,-81,-751,-463,12,-69,592673,570095,"50 992,132",-9,11180
ASSECOSEE,31-03-2011,PLN,1099,74,1151,1218,20,94,587224,571507,"50 992,132",24,11208
ASSECOSEE,30-06-2009,PLN,0,-646,20201,20519,0,-646,0,0,0,,
ASSECOSEE,30-09-2009,PLN,0,-271,-1209,-1934,0,-271,0,0,0,,
ASSECOSEE,31-12-2009,PLN,0,-1771,-1962,-1625,0,-1771,545868,538874,"48 037,450",-34,11218
ASSECOSEE,31-03-2010,PLN,0,-533,-598,-576,0,-533,543310,536357,"49 561,719",-12,10822
ASSECOSEE,30-09-2008,PLN,0,491,-1179,-1179,0,491,0,0,0,,
ASSECOSEE,31-12-2008,PLN,0,-717,-3754,-3744,0,-717,252175,247972,0,,
ASSECOSEE,31-03-2009,PLN,0,-41,-352,-351,0,-41,251205,247621,0,,
ATAL,30-06-2021,PLN,361619,82895,113020,97142,742,83637,2901476,937871,"38 714,610",2509,24225
ATAL,30-09-2021,PLN,378793,86873,85571,69265,846,87719,2846132,1007136,"38 714,610",1789,26014
ATAL,31-12-2021,PLN,648027,166613,170916,133426,754,167367,3123554,1140594,"38 714,610",3446,29462
ATAL,31-03-2022,PLN,406400,114097,132452,107202,727,114824,3265723,1247796,"38 714,610",2769,32231
ATAL,30-06-2020,PLN,269063,31774,30558,24635,445,32219,2680263,819540,"38 714,610",636,21169
ATAL,30-09-2020,PLN,214738,39191,36260,29436,590,39781,2905186,848873,"38 714,610",760,21926
ATAL,31-12-2020,PLN,388034,61766,87053,76108,586,62352,2766968,924981,"38 714,610",1966,23892
ATAL,31-03-2021,PLN,261124,40477,40802,33046,664,41141,2808958,958027,"38 714,610",854,24746
ATAL,30-06-2019,PLN,116069,14265,13805,11147,455,14720,2302548,729090,"38 714,610",288,18832
ATAL,30-09-2019,PLN,70280,13886,14195,11461,485,14371,2504022,740551,"38 714,610",296,19128
ATAL,31-12-2019,PLN,301310,48026,48181,38848,965,48991,2385573,779385,"38 714,610",1003,20132
ATAL,31-03-2020,PLN,185104,20409,19155,15520,627,21036,2566512,794905,"38 714,610",401,20532
ATAL,30-06-2018,PLN,336438,74319,87777,63786,392,74711,1939522,788679,"38 714,610",1648,20372
ATAL,30-09-2018,PLN,240114,42895,41925,33620,361,43256,1827327,822299,"38 714,610",868,21240
ATAL,31-12-2018,PLN,176394,35067,35378,28344,364,35431,1883504,850639,"38 714,610",732,21972
ATAL,31-03-2019,PLN,223759,49974,59602,50517,515,50489,2105609,901156,"38 714,610",1305,23277
ATAL,30-06-2017,PLN,220415,52488,75892,66250,353,52841,1772208,738546,"38 714,610",1711,19077
ATAL,30-09-2017,PLN,227511,40458,39250,31779,348,40806,1716138,770325,"38 714,610",821,19898
ATAL,31-12-2017,PLN,218596,37863,41720,35043,370,38233,1832097,805363,"38 714,610",905,20803
ATAL,31-03-2018,PLN,300914,58527,57697,56580,367,58894,1849413,851942,"38 714,610",1461,22006
ATAL,30-06-2016,PLN,136341,21343,20365,17215,316,21659,1474733,641588,"38 714,610",445,16572
ATAL,30-09-2016,PLN,195626,40100,62274,54447,366,40466,1474518,696035,"38 714,610",1406,17979
ATAL,31-12-2016,PLN,56044,4873,31002,30417,325,5198,1588456,726452,"38 714,610",786,18764
ATAL,31-03-2017,PLN,198595,39348,37996,30998,308,39656,1735542,757450,"38 714,610",801,19565
ATAL,30-06-2015,PLN,56879,8207,7841,6884,243,8450,1068139,601592,"38 714,610",178,15539
ATAL,30-09-2015,PLN,73701,12208,12480,10539,223,12431,1162637,611048,"38 714,610",272,15783
ATAL,31-12-2015,PLN,73878,18834,22116,21839,241,19075,1268937,632722,"38 714,610",564,16343
ATAL,31-03-2016,PLN,117787,19788,18515,15331,318,20106,1384637,648053,"38 714,610",396,16739
ATAL,31-12-2013,PLN,0,0,0,0,0,0,761095,307195,"32 214,610",0,9536
ATAL,30-06-2014,PLN,0,0,0,0,0,0,781195,352447,"32 214,610",0,10941
ATAL,31-12-2014,PLN,71731,8744,10310,8666,213,8957,826859,444559,"32 214,610",269,13800
ATAL,31-03-2015,PLN,48807,9718,11009,9853,228,9946,0,0,"32 214,610",306,0
